	KW	VD	PR1	PR2	PR3	PR4	PR5	PR6	Tier	Avg_tier_height	Vys_1	Vys_2	Vys_3	Vys_4	Vys_5	Vys_6	DM1	DM2	DM3	DM4	DM5	DM6	Age_class	Age_group	Bon	Vyd_reserve	Full
2435	111	32	5Б	3Ос	2Е				1	1	1.0	1.0	1.0										1	1	2		0.6
2436	111	33	3С	2Е	4Б	1Ос			1	25	26	24	23	28			32	22	22	32			6	4	2	79	0.7
2437	111	34	10С						1	22	22						22						4	2	1	60	0.8
2438	111	35	5С	1Е	3Б	1Ос			1	24	25	21	23	26			24	20	20	28			4	2	1	56	0.8
2439	111	36	6Б	2Ос	1С	1Е			1	25	24	28	26	24			22	32	28	22			10	5	2	26	0.7
2440	111	37	10Б						1	20	20						18						6	2	2	19	0.7
2441	111	38	4С	3Е	3Б				1	24	28	20	24				28	18	22				6	4	2	46	0.8
2442	111	39	10Б						1	20	20						18						6	2	2	15	0.7
2443	111	40	4Е	3Б	3Ос				1	10	9	11	11				10	8	8				2	1	2	51	0.6
2444	111	41	5Е	4Б	1Ос				1	12	11	13	13				12	10	10				2	1	1	45	0.8
2445	111	42	3Е	4Б	3Ос				1	13	9	14	14				10	8	8				2	1	2	69	0.8
2446	111	43	4Е	3Б	3Ос				1	12	10	14	14				10	10	10				2	1	3	14	0.7
2447	111	44	3Е	4Б	3Ос				1	11	9	12	12				8	8	8				2	1	3	42	1.0
2448	111	45																									
2449	111	46																									
2450	111	47																									
2451	112	1	4Ос	3Б	2Е	1С			1	27	28	25	25	28			36	26	24	30			11	5	2	13	0.7
2452	112	2	6С	1Е	3Б				1	24	25	23	23				32	24	20				7	4	3	49	0.7
2453	112	3	4С	3Е	2Б	1Ос			1	27	28	26	26	29			32	26	24	36			7	4	2	19	0.5
2454	112	4	5Е	3Б	2Ос				1	11	10	11	11				8	8	8				2	1	2	16	0.7
2455	112	5	4Е	4Б	2Ос				1	12	10	14	14				8	8	8				2	1	2	25	0.9
2456	112	6	4Ос	2Б	1Олч	3Е			1	11	12	12	11	10			8	6	6	12			3	2	2	25	0.9
2457	112	7	6Е	2Б	2Ос				1	11	10	12	12				8	6	8				2	1	2	23	0.9
2458	112	8	6Ос	3Б	1Е				1	16	16	15	14				12	10	12				3	2	1	85	0.9
2459	112	9	3Е	5Ос	2Б				1	13	10	14	14				8	10	8				2	1	2	190	0.9
2460	112	10	4Е	4Б	2Ос				1	13	12	14	15				10	8	10				2	1	2	94	0.8
2461	112	11	4Е	3Б	3Ос				1	14	12	14	15				10	8	10				2	1	2	134	0.8
2462	112	12	8Е	1Б	1Ос				1	5	5	4	4				4	4	4				1	1	2	5	0.6
2463	112	13	6Б	3Ос	1Е				1	27	25	30	25				22	40	26				8	4	2	92	0.7
2464	112	14	6Олч	3Б	1Е				1	27	27	26	27				30	28	28				12	5	2	68	0.5
2465	112	15	4Б	2Ос	1Олч	3Е			1	27	27	29	26	26			28	32	26	26			12	5	2	132	0.7
2466	112	16	5Б	5Олч					1	26	26	25					28	26					11	5	2	47	0.6
2467	112	17	6Б	1Ос	2Олч	1Е			1	25	25	28	25	25			28	36	28	26			12	5	3	127	0.7
2468	112	18	5Е	3Б	2Олч				1	8	8	8	8				8	6	6				2	1	3	14	0.6
2469	112	19	5Б	4Ос	1Е				1	27	25	30	25				22	36	26				8	4	2	43	0.7
2470	112	20	4Е	4Б	2Ос				1	8	7	9	9				8	6	6				2	1	3	9	0.6
2471	112	21	5Б	2Ос	2Олч	1Е			1	26	26	29	25	25			26	32	26	26			11	5	2	33	0.6
2472	112	22	6Б	2Олч	2Е				1	24	24	23	23				24	24	26				11	5	3	14	0.4
2473	112	23	3Е	5Б	2Ос				1	9	8	9	9				8	8	6				2	1	2	26	1.0
2474	112	24	4Б	4Олч	2Е				1	3	3	3	4				2	2	4				1	1	3	5	0.7
2475	112	25	3Е	4Б	3Ос				1	9	8	9	9				6	6	6				2	1	2	162	1.0
2476	112	26	5Е	3Б	2Олч				1	4	5	3	3				4	2	2				1	1	2	25	0.8
2477	112	27	6Е	2Б	2Олч				1	4	4	3	3				4	2	2				1	1	4	10	0.5
2478	112	28	3Е	2Е	3Б	1Ос	1Олч		1	27	29	25	26	29	26		32	24	26	32	26		8	5	2	254	0.4
2479	112	29	5Б	2Ос	2Олч	1Е			1	26	25	29	25	23			26	32	26	22			12	5	3	20	0.3
2480	112	30																									
2481	112	31																									
2482	113	1	7Е	2Б	1Ос				1	8	7	9	9				4	8	8				2	1	3	172	0.5
2483	113	2	8Ос	1Б	1Е				1	31	32	26	25				40	26	24				12	5	1	48	0.4
2484	113	3	4Е	2Е	3Б	1Ос			1	22	18	23	24	28			16	24	24	36			3	2	2	69	0.6
2485	113	4	4Б	3Ос	3Е				1	25	24	28	24				26	36	24				9	4	2	37	0.4
2486	113	5	4Е	2Е	3Б				1	22	18	23	24				16	24	24				3	2	2	172	0.6
2487	113	6	4Б	2Ос	2Е	2Е			1	25	26	29	26	19			26	32	26	20			12	5	2	58	0.4
2488	113	7	6Е	2Е	2Б				1	23	24	20	24				24	20	22				6	2	3	107	0.7
2489	113	8	6Б	2Ос	1Е	1С			1	28	27	29	26	29			28	36	26	32			11	5	2	82	0.7
2490	113	9	6Б	2Ос	2Е				1	26	25	29	25				26	32	24				11	5	2	47	0.6
2491	113	10	6Б	4Е					1	25	25	24					24	24					11	5	2	44	0.7
2492	113	11	3Е	2Е	3Б	2Ос			1	27	29	24	27	29			32	24	28	40			8	4	2	143	0.6
2493	113	12	6Е	2Б	2Ос				1	4	4	4	4				4	2	2				1	1	3	4	0.6
2494	113	13	5Е	3Е	2Б				1	26	27	24	24				28	24	24				7	3	2	60	0.7
2495	113	14	6Е	4Б					1	21	21	20					20	18					3	2	1	80	0.8
2496	113	15	3Е	2С	5Б				1	27	27	27	26				32	32	28				8	4	2	93	0.5
2497	113	16	3С	2Е	5Б				1	26	28	25	25				32	24	24				7	3	2	57	0.6
2498	113	17	5С	2Е	3Б				1	26	28	24	24				32	24	24				7	3	2	86	0.7
2499	113	18	8Б	1Ос	1Е				1	20	19	26	22				16	28	20				7	2	3	128	0.8
2500	113	19	3С	2Е	3Б	2Ос			1	22	23	20	21	24			22	18	18	24			4	2	2	53	0.7
2501	113	20	5Б	2Ос	2Олч	1Е			1	25	24	28	24	23			26	32	24	22			12	5	3	22	0.3
2502	113	21	7Б	2Е	1С				1	26	26	25	27				26	26	32				11	5	2	77	0.7
2503	113	22	5С	1Е	2Б	2Ос			1	27	28	22	23	30			36	20	24	32			8	4	2	19	0.3
2504	113	23	4С	2Е	3Б	1Ос			1	27	29	26	24	29			36	26	22	36			7	3	2	47	0.3
2505	113	24	5С	3Е	1Б	1Ос			1	27	29	24	24	30			32	22	20	36			7	3	2	161	0.5
2506	113	25	4Ос	2Б	2С	2Е			1	29	32	25	29	29			40	24	32	32			13	5	1	44	0.5
2507	113	26	5Б	1Ос	1С	3Е			1	24	25	28	28	20			24	32	28	18			8	3	2	29	0.7
2508	113	27	2Е	2Е	1С	4Ос	1Б		1	29	29	25	29	32	26		32	24	36	40	24		7	3	2	52	0.6
2509	113	28	6С	2Е	2Б				1	24	25	22	24				26	20	20				4	2	1	46	0.8
2510	113	29	7Б	2Е	1С				1	24	24	21	25				24	18	28				8	3	2	15	0.7
2511	113	30																									
2512	113	31																									
2513	114	1	7С	1Е	2Б				1	28	30	25	23				36	26	24				8	4	2	28	0.3
2514	114	2	10С						1	30	30						32						7	3	2	81	0.6
2515	114	3	9С	1Е					1	29	30	24					32	28					8	4	2	109	0.6
2516	114	4	8С	1Е	1Б				1	28	30	22	22				32	22	20				8	4	2	12	0.3
2517	114	5	6Е	2Б	2Ос				1	14	14	13	13				14	10	10				2	1	2	39	0.7
2518	114	6	5С	3Е	2Б				1	28	30	28	24				36	32	22				8	4	2	10	0.4
2519	114	7	8С	2Е					1	30	30	29					36	32					8	4	2	16	0.6
2520	114	8	8С	1Е	1Б				1	29	30	27	24				32	28	24				8	4	2	133	0.5
2521	114	9	4Е	2Е	2С	2Б			1	26	24	28	30	25			22	32	36	26			5	2	2	33	0.5
2522	114	10	5С	3Е	2Е				1	28	30	28	24				32	32	22				8	4	2	27	0.6
2523	114	11	6Е	2С	2С				1	27	26	30	26				24	32	26				5	2	1	102	0.8
2524	114	12	5Е	5Б					1	21	20	22					18	18					3	2	1	21	0.8
2525	114	13	7Е	1С	2Б				1	26	26	30	24				24	32	22				5	2	1	45	0.9
2526	114	14	4Е	2Е	2С	2Б			1	22	19	25	27	21			18	30	36	18			3	2	2	29	0.8
2527	114	15	7Е	3Б					1	18	19	16					18	16					3	2	2	17	0.8
2528	114	16	3Е	3Е	2С	2С			1	26	23	28	24	29			22	32	24	36			5	2	2	56	0.8
2529	114	17	3С	2С	3Е	2Б			1	26	26	29	25	24			26	36	24	22			5	2	1	33	0.8
2530	114	18	8С	2Е					1	30	30	28					36	32					8	4	2	89	0.5
2531	114	19	10С						1	28	28						30						7	3	2	229	0.6
2532	114	20	9С	1Е					1	29	30	24					32	24					8	4	2	154	0.8
2533	114	21	5С	1Е	1Б	3Ос			1	32	33	28	25	33			36	30	24	40			8	4	1	77	0.3
2534	114	22	9С	1Е					1	28	29	23					30	22					8	4	2	475	0.8
2535	114	23	5С	2Е	1Б	2Ос			1	31	33	28	25	33			36	32	24	40			8	4	1	50	0.5
2536	114	24	6С	2Е	2Б				1	28	30	28	23				32	30	22				8	4	2	64	0.3
2537	114	25	4С	4Е	2Б				1	26	28	25	25				30	24	22				8	4	2	71	0.6
2538	114	26	8С	2Е					1	28	29	25					32	26					7	3	2	156	0.7
2539	114	27	7С	3Е					1	28	29	25					30	28					8	4	2	30	0.6
2540	114	28	6С	2Е	2Б				1	28	31	24	24				36	24	24				8	4	1	77	0.4
2541	114	29	5Ос	2Б	2С	1Е			1	30	32	27	28	25			40	28	32	26			12	5	1	12	0.3
2542	114	30	9С	1Е					1	28	28	23					32	24					8	4	2	146	0.6
2543	114	31	4С	1Е	2Б	3Ос			1	29	29	27	27	32			32	28	28	40			7	3	2	72	0.6
2544	114	32	6Е	2Б	2Ос				1	5	5	5	5				4	4	4				1	1	2	11	0.5
2545	114	33	5С	2Е	2Б	1Ос			1	28	29	26	26	29			32	24	26	36			7	3	2	25	0.5
2546	114	34	5Б	2Ос	2С	1Е			1	25	25	27	25	21			24	28	24	20			8	3	2	65	0.8
2547	114	35																							2		
2548	114	36	4С	4Е	2Б				1	26	28	25	24				32	26	22				8	4	2	27	0.6
2549	114	37	9Б	1Е					1	19	19	17					18	18					7	2	3	4	0.6
2550	114	38	6С	2Е	2Б				1	25	26	23	22				32	24	22				8	4	3	59	0.5
2551	114	39	7С	2Е	1Б				1	27	28	23	23				32	24	24				8	4	2	95	0.5
2552	114	40	8С	1Е	1Б				1	27	28	23	23				32	24	24				8	4	2	90	0.7
2553	114	41	8С	2Е					1	28	28	26					32	28					8	4	2	109	0.5
2554	114	42	7С	2Е	1Б				1	27	28	25	23				36	28	24				8	4	2	242	0.6
2555	114	43																									
2556	114	44																									
2557	114	45																									
2558	114	46																									
2559	115	1	6Е	4Б					1	21	20	23					22	22					3	2	1	11	0.7
2560	115	2	5Е	2Е	3Б				1	23	22	25	24				24	28	24				4	2	2	55	0.7
2561	115	3	5Е	5Б					1	27	26	27					30	28					8	4	3	17	0.4
2562	115	4	4С	3Е	3Б				1	26	26	26	27				28	30	28				8	4	3	60	0.6
2563	115	5	3Е	3Е	4Б				1	24	25	20	27				28	20	28				8	4	3	38	0.6
2564	115	6	3Е	2Е	1С	2Б	2Ос		1	25	26	20	27	26	28		30	20	36	26	36		8	4	3	214	0.7
2565	115	7	5Е	5Б					1	24	24	24					22	22					4	2	1	61	0.8
2566	115	8	8Е	2Б					1	24	24	22					22	20					4	2	1	20	0.4
2567	115	9	8С	2Б					1	24	24	22					28	24					7	3	3	20	0.7
2568	115	10	6Ос	2Б	2Е				1	28	29	25	27				36	26	40				12	5	1	16	0.4
2569	115	11	4Е	2Е	2С	2Б			1	25	27	20	27	25			28	20	36	28			8	4	2	57	0.7
2570	115	12	6Б	2Ос	1С	1Е			1	27	26	28	26	27			28	36	36	30			13	5	2	59	0.6
2571	115	13	4Е	3Е	2С	1Б			1	25	26	21	27	26			30	22	36	28			8	4	3	286	0.6
2572	115	14	5С	5Е					1	26	26	26					40	32					9	4	3	27	0.4
2573	115	15	6Б	2Е	2Е				1	24	24	25	21				24	30	22				7	2	2	71	0.4
2574	115	16	8С	2Б					1	22	22	21					26	24					8	4	4	38	0.6
2575	115	17	3Е	3Е	1С	2Б	1Ос		1	26	27	22	27	27	29		30	22	32	26	36		9	4	2	172	0.6
2576	115	18	3Е	2Е	1С	4Б			1	25	23	27	27	24			22	28	30	26			4	2	1	110	0.7
2577	115	19	3Е	2Е	1С	4Б			1	24	23	26	26	24			22	28	32	24			4	2	1	68	0.6
2578	115	20	4Е	3Е	3С				1	26	27	21	28				36	22	40				8	4	2	143	0.5
2579	115	21	3С	3Е	4Б				1	27	27	26	27				30	30	28				8	4	2	10	0.3
2580	115	22	5Б	1Ос	2Е	2Е			1	25	26	28	27	20			26	36	30	20			9	4	2	83	0.5
2581	115	23	6Б	3Е	1С				1	26	26	26	27				24	28	30				9	4	2	29	0.3
2582	115	24	10Е						1	7	7						8						2	1	4	57	0.7
2583	115	25	5С	2Е	3Б				1	27	27	26	27				36	32	30				9	4	2	133	0.7
2584	115	26	4С	4Е	2Б				1	26	26	26	25				30	30	26				9	4	3	151	0.3
2585	115	27	5С	5Е					1	24	24	24					30	28					9	4	3	68	0.3
2586	115	28	10Е						1	5	5						6						1	1	3	4	0.4
2587	115	29	4С	2Е	2Е	2Б			1	26	27	27	22	27			40	36	22	28			8	4	2	20	0.4
2588	115	30	8Б	1С	1Е				1	25	26	27	16				28	32	16				9	4	2	57	0.7
2589	115	31	5С	2Е	2Е	1Б			1	26	27	27	21	26			40	36	22	30			8	4	2	185	0.7
2590	115	32	4С	2Е	2Е	2Б			1	26	27	26	21	27			32	30	22	28			8	4	2	67	0.7
2591	115	33	5С	2Е	2Е	1Б			1	26	27	26	23	26			36	30	22	26			8	4	2	134	0.7
2592	115	34	4С	2Е	2Е	2Б			1	27	28	28	24	28			40	36	26	30			8	4	2	167	0.8
2593	115	35	3Е	3Е	3С	1Б			1	26	28	23	28	26			36	26	40	28			9	4	2	35	0.7
2594	115	36																									
2595	115	37																									
2596	116	1	6Е	4Б					1	22	22	23					22	20					4	2	1	76	0.6
2597	116	2	4Е	2Е	3Б	1Ос			1	24	23	27	24	25			24	36	22	28			4	2	1	85	0.7
2598	116	3	4Б	3Ос	2С	1Е			1	22	21	23	21	22			20	24	24	24			6	2	2	15	0.8
2599	116	4	Ланд	2 кл	Про				я х	д.-	ар-	иче	от				ка:	ско	кр.				ти	с д	п л	т. За	ландш
2600	116	5	6С	2Е	2Б				1	20	20	21	21				22	20	20				3	2	1	73	0.8
2601	116	6	4Е	2С	3Б	1Ос			1	21	21	21	20	22			20	22	18	22			3	2	1	113	0.8
2602	116	7	5Б	3Ос	1С	1Е			1	19	19	20	19	18			18	22	22	20			5	2	2	47	0.8
2603	116	8	4Е	3С	2Б	1Ос			1	20	19	21	19	21			20	22	18	20			3	2	2	103	0.8
2604	116	9	4Е	3С	2Б	1Ос			1	23	23	23	21	23			22	24	20	24			4	2	1	42	0.8
2605	116	10	3С	2Е	3Б	2Ос			1	22	22	21	21	23			24	20	20	24			3	2	1	45	0.8
2606	116	11	3Е	3Е	2С	2Б			1	26	27	24	27	27			32	22	36	28			8	4	2	106	0.6
2607	116	12	8Б	1Ос	1С				1	19	19	21	18				18	22	20				6	2	3	32	0.8
2608	116	13	4Б	3Ос	2С	1Е			1	22	22	24	21	20			20	24	24	22			6	2	2	96	0.8
2609	116	14	4Б	3Олс	3Е				1	17	18	15	18				18	14	20				5	2	2	8	0.5
2610	116	15	8Е	2Б					1	18	18	19					18	18					3	2	2	27	0.8
2611	116	16	3С	3Е	3Б	1Ос			1	21	21	20	20	22			24	20	20	22			3	2	1	69	0.8
2612	116	17	4Е	2С	2Б	2Ос			1	22	22	22	21	23			22	24	20	24			3	2	1	60	0.7
2613	116	18	5Е	2Е	2Б	1Ос			1	24	23	26	23	26			22	28	22	28			5	2	2	108	0.6
2614	116	19	4С	2Е	2Е	2Б			1	28	30	28	23	27			40	36	22	26			9	4	2	53	0.6
2615	116	20	5Б	1Ос	3Е	1С			1	23	23	25	22	23			20	26	22	24			6	2	2	20	0.6
2616	116	21	8С	2Б					1	18	18	17					22	16					4	2	3	23	0.7
2617	116	22	3Е	2Е	3С	2Б			1	26	27	22	27	26			30	22	32	26			8	4	2	115	0.6
2618	116	23	5С	2Е	2Е	1Б			1	24	26	24	20	25			36	28	22	24			8	4	3	45	0.4
2619	116	24	3С	2Л	3Е	2Б			1	22	22	22	22	22			22	20	20	22			4	2	1	11	0.6
2620	116	25	4Е	2Е	1С	3Б			1	25	24	27	27	24			24	30	32	24			5	2	2	140	0.7
2621	116	26	4Е	2С	3Б	1Ос			1	24	23	25	24	26			24	28	22	28			4	2	2	166	0.8
2622	116	27	10Е						1	9	9						10						2	1	2	20	0.6
2623	116	28	6Е	1С	2Б	1Ос			1	23	23	23	22	23			22	26	22	26			4	2	1	31	0.7
2624	116	29	7Е	2С	1Б				1	24	23	25	24				24	26	22				4	2	2	65	0.8
2625	116	30	7Е	2Б	1Ос				1	23	23	23	26				24	22	28				5	2	3	52	0.6
2626	116	31	5Б	3Олс	2Е				1	20	20	18	21				22	18	24				8	3	3	6	0.6
2627	116	32	4Б	2Ос	3Е	1С			1	25	24	27	24	27			24	30	24	32			8	3	2	91	0.7
2628	116	33	5С	5Е					1	24	24	24					30	28					9	4	3	33	0.3
2629	116	34	4Б	2Ос	3Е	1С			1	23	24	26	18	24			24	28	18	26			7	2	2	152	0.8
2630	116	35	9Е	1Ос					1	23	23	27					24	28					4	2	1	27	0.7
2631	116	36	5С	2Е	3Б				1	22	22	21	21				28	24	22				4	2	2	42	0.8
2632	116	37	6Е	3Е	1С				1	27	28	24	29				30	26	32				9	4	2	70	0.7
2633	116	38	5Е	1С	4Б				1	25	26	27	24				26	30	24				5	2	2	110	0.7
2634	116	39	4С	3Е	3Б				1	25	25	24	25				28	24	24				5	2	2	104	0.7
2635	116	40	5С	3Е	2Б				1	26	26	27	26				40	30	26				9	4	3	25	0.4
2636	116	41	6Б	2Е	2Е				1	22	23	23	18				24	26	18				11	5	3	43	0.7
2637	116	42	3Е	2Е	3С	1Б	1Ос		1	27	28	22	28	26	28		32	26	40	28	36		8	4	2	122	0.7
2638	116	43	5Олс	3Ивд	2Б				1	4	4	3	6				2	2	4				1	1	3	2	0.4
2639	116	44	4Е	2С	3Б	1Ос			1	25	25	25	24	26			26	28	24	30			5	2	2	120	0.7
2640	116	45	4Олс	4Ивд	2Б				1	4	4	3	6				2	2	4				1	1	3	1	0.5
2641	116	46	2Е	2Е	2С	2Б	2Ос		1	25	27	22	27	25	26		28	22	30	26	30		8	4	2	83	0.6
2642	116	47	4Е	2Е	2С	1Б	1Ос		1	26	27	22	27	24	27		28	22	30	22	30		8	4	2	35	0.7
2643	116	48	4С	6Б					7	24	24	24					28	22							2	3	
2644	116	49	6Е	2С	2Б				1	23	23	24	24				22	26	22				5	2	2	26	0.6
2645	116	50	5Олс	3Ивд	2Б				1	12	13	10	14				12	10	12				4	3	3	5	0.7
2646	116	51	5Олс	5Ивд					1	6	6	6					4	4					2	1	3	2	0.4
2647	116	52	5С	2Е	2Е	1Б			1	24	26	26	17	24			28	26	16	22			5	2	1	35	0.7
2648	116	53	6Е	1С	3Б				1	24	23	28	24				24	36	24				5	2	2	32	0.3
2649	116	54																									
2650	116	55																									
2651	116	56																									
2652	117	1	5С	5С					1	24	28	20					32	18					8	4	2	96	0.7
2653	117	2	9С	1Е					1	27	27	22					28	20					4	2	1	72	0.8
2654	117	3	5Е	2Е	1С	2Б			1	26	28	22	28	24			32	20	32	22			8	4	2	69	0.6
2655	117	4	5С	3С	2Б				1	22	21	26	19				24	32	18				5	2	3	140	0.6
2656	117	5	10С						1	23	23						22						4	2	2	80	0.7
2657	117	6	7Б	3Е					1	22	22	21					20	20					7	2	2	34	0.8
2658	117	7	6Е	2Б	2Ос				1	8	8	8	8				6	6	6				2	1	3	6	0.7
2659	117	8	4Е	2Е	2С	2Б			1	25	26	23	27	24			28	22	32	24			8	4	3	50	0.5
2660	117	9	4С	2С	2Е				1	21	20	26	19				24	30	18				4	2	3	83	0.7
2661	117	10	4Е	1С	2Б	3Ос			1	29	27	29	26	32			28	32	26	40			7	3	2	30	0.3
2662	117	11	3Е	2Е	5Б				1	24	27	20	23				28	20	24				7	3	2	47	0.5
2663	117	12	6Б	3Олч	1Е				1	26	26	26	25				26	30	26				12	5	2	64	0.5
2664	117	13	5Ос	3Б	2Е				1	30	32	27	27				40	28	30				12	5	1	8	0.3
2665	117	14	7С	1Е	2Б				1	27	29	22	22				32	24	20				9	4	2	60	0.6
2666	117	15	8С	1Е	1Б				1	29	30	24	22				36	24	22				9	4	2	23	0.4
2667	117	16	6С	2С	2Б				1	17	16	19	17				22	28	14				6	2	5	47	0.6
2668	117	17	6Б	2С	2Е				1	23	22	25	22				24	28	22				11	5	3	34	0.5
2669	117	18	6С	2С	2Б				1	20	19	24	18				22	28	16				6	2	4	89	0.6
2670	117	19	4Е	2Е	2С	2Б			1	25	26	22	28	22			28	20	32	22			8	4	3	53	0.5
2671	117	20	7С	3Б					1	18	18	17					26	16					8	4	5	60	0.4
2672	117	21	4С	2Е	4Б				1	19	20	19	18				26	20	16				8	4	4	149	0.5
2673	117	22	6Б	2С	2Е				1	20	19	22	19				18	24	18				10	4	4	77	0.6
2674	117	23	6С	2Е	2Б				1	22	24	20	20				32	22	20				8	4	3	29	0.6
2675	117	24	7Б	3Е					1	14	15	12					10	10					4	2	3	46	0.8
2676	117	25	6Б	2Ос	2Е				1	25	24	28	25				22	32	26				12	5	3	39	0.5
2677	117	26	4Ос	2Б	2Е	2Е			1	28	32	28	27	20			40	30	32	20			13	5	1	78	0.4
2678	117	27	6Б	3Ос	1Е				1	20	19	23	18				16	24	18				5	2	2	30	0.7
2679	117	28	10С						1	21	21						28						8	4	4	100	0.4
2680	117	29	10С						1	15	15						18						7	3	5	53	0.5
2681	117	30	4С	2Е	4Б				1	22	22	22	21				28	24	22				8	4	4	47	0.5
2682	117	31	3Е	2Е	3С	2Б			1	25	26	23	26	25			30	24	32	24			8	4	3	77	0.7
2683	117	32	5С	1Е	1Б	3Ос			1	29	29	24	25	32			32	24	24	40			7	3	2	80	0.7
2684	117	33	4С	4Е	2Б				1	25	26	25	24				32	26	24				8	4	3	9	0.4
2685	117	34	3С	3Е	4Б				1	11	14	9	9				14	8	6				3	2	3	5	0.7
2686	117	35	10С						1	19	19						26						7	3	4	83	0.6
2687	117	36	4С	1Е	5Б				1	7	7	6	7				8	8	6				2	1	4	5	0.6
2688	117	37	6Б	1Ос	1Олс	2Е			1	14	15	15	14	10			10	10	10	10			4	2	3	21	0.8
2689	117	38	5Ос	1Б	2С	2Е			1	30	32	24	30	26			40	22	40	26			12	5	1	48	0.8
2690	117	39	5Е	2Е	2Б	1Ос			1	25	26	23	24	28			30	22	22	32			8	4	3	107	0.7
2691	117	40	6Ос	1Б	2Е	1С			1	30	32	27	27	29			40	28	28	30			13	5	1	33	0.5
2692	117	41	7С	1Е	1Б	1Ос			1	29	30	23	24	32			32	22	22	40			7	3	2	183	0.8
2693	117	42	6Б	2Ос	1С	1Е			1	24	23	28	25	24			20	32	26	22			11	5	3	115	0.7
2694	117	43	3Е	2Е	3Б	2Ос			1	26	26	24	25	29			30	24	24	32			7	3	3	115	0.6
2695	117	44	4Ос	3Б	3Е				1	29	32	28	27				40	30	30				13	5	1	58	0.4
2696	117	45	5Е	2Е	2Б	1Ос			1	27	28	24	25	29			32	22	24	36			8	4	2	67	0.7
2697	117	46	4Ос	2Б	2Е	2Е			1	28	32	28	28	22			40	28	32	20			12	5	1	66	0.4
2698	117	47																									
2699	117	48																									
2700	118	1	10Ос						1	28	28						28						7	4	1	18	0.7
2701	118	2	6Б	3Ос	1Е				1	24	23	26	21				24	30	22				7	3	2	15	0.3
2702	118	3	7Б	2Е	1С				1	19	18	19	27				16	20	32				6	2	3	34	0.7
2703	118	4	6Б	3Ос	1Олч				1	23	22	26	23				18	28	20				6	2	2	176	0.8
2704	118	5	7Б	3Ос					1	3	3	3					2	2					1	1	3	2	0.4
2705	118	6	10Е						1	1	1.0												1	1	2		80
2706	118	7	4Б	4Олч	2Е				1	1	1.0	1.0	2.0										1	1	3		0.4
2707	118	8	5Е	3Б	2Ос				1	3	3	2.0	2.0				2						1	1	2	1	0.4
2708	118	9	6Ос	3Б	1Е				1	25	26	23	21				26	20	20				7	4	1	85	0.6
2709	118	10	5Б	5Ос					1	26	25	26					22	24					6	2	1	222	0.8
2710	118	11	4Б	3Ос	3Олч				1	4	4	4	4				4	4	4				1	1	3	1	0.4
2711	118	12	4Б	2Олч	2Ос	2Е			1	26	26	25	30	24			26	28	40	24			12	5	2	28	0.4
2712	118	13	8Ос	2Б					1	27	28	25					30	24					8	5	1	343	0.6
2713	118	14	7Б	3Ос					1	27	26	28					22	28					7	3	1	40	0.8
2714	118	15	4Е	3Б	3Ос				1	5	4	6	6				4	4	4				1	1	2	25	0.7
2715	118	16	5Б	2Ос	2Олч	1Е			1	25	24	28	24	23			22	32	24	24			9	4	2	60	0.6
2716	118	17	6Б	3Ос	1Е				1	27	26	28	25				24	32	24				9	4	2	164	0.7
2717	118	18	7Б	2Ос	1Е				1	24	24	27	22				20	28	20				9	4	2	93	0.7
2718	118	19	6Б	4Ос					1	2	2.0	2.0											1	1	2	2	0.7
2719	118	20	10Е						1	-													1	1	2		70
2720	118	21	5Ос	4Б	1Е				1	24	26	23	21				26	20	20				7	4	1	22	0.5
2721	118	22	4С	1Е	3Б	2Ос			1	28	29	26	27	30			32	26	26	36			8	5	2	56	0.7
2722	118	23	4С	2Е	3Б	1Ос			1	27	28	26	26	29			32	26	24	36			8	5	2	62	0.5
2723	118	24	7Б	3Е					1	9	10	8					6	8					3	2	3	6	0.7
2724	118	25	6Ос	4Б					1	27	28	26					28	24					7	4	1	191	0.8
2725	118	26	8Ос	2Б					1	28	28	26					28	22					6	4	1А	302	0.9
2726	118	27	7Ос	3Б					1	27	28	25					26	22					7	4	1	99	0.8
2727	118	28	5Б	3Ос	2Е				1	26	26	28	25				24	32	24				9	4	2	118	0.6
2728	118	29	3Е	2Е	3Б	2Ос			1	26	28	25	24	29			30	24	24	36			7	4	2	50	0.4
2729	118	30	7Б	3Е					1	9	10	8					6	8					3	2	3	6	0.7
2730	118	31	8Б	2Е					1	10	10	8					8	8					3	2	3	7	0.7
2731	118	32	6Б	2Ос	2Е				1	24	24	26	22				22	28	20				7	3	2	23	0.6
2732	118	33	3Е	5Б	1Ос	1Олс			1	5	4	6	6	6			4	4	4	4			1	1	4	8	0.7
2733	118	34																									
2734	118	35																									
2735	119	1	5Б	4Олс	1Е				1	4	4	4	5				2	2	4				1	1	3	7	0.6
2736	119	2	4Б	4Олч	2Е				1	2	2.0	2.0	3						4				1	1	3	3	0.4
2737	119	3	7Б	2Олч	1Е				1	25	25	24	22				26	24	22				12	5	3	29	0.3
2738	119	4	6Б	1Ос	1Олч	1С	1Е		1	26	25	29	25	28	26		22	36	24	30	24		11	5	2	156	0.7
2739	119	5	4Ос	3Б	2Е	1С			1	24	25	23	21	24			24	20	20	24			6	4	1	57	0.5
2740	119	6	2С	2С	3Е	2Б	1Ос		1	26	25	27	26	25	28		26	32	24	24	36		5	3	2	41	0.7
